acid,country,year,quarter_of_year,month_of_year,week_of_year,freq_signup,freq_sportsapp,freq_survey,freq_raffle,freq_reviews,freq_email,freq_adiclub_email,freq_pn,freq_adiclub_pn,freq_transactions,freq_earn_points,freq_points_redemption,freq_rewards_redemption,freq_confirmed,freq_dotcom,freq_flagshipapp,freq_hype,freq_pdp,freq_plp,freq_add_to_cart,freq_preference,freq_wishlist,refresh_date,engagement_score
RTUFHE9TX1TLXE5S,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04,2
A4VU392JKOLMTX2P,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2024-03-04,5
171AZXHFHC4S8VHU,GB,2022,4,10,40,0,0,0,0,0,3,0,0,0,3,3,0,0,33,3,33,0,30,12,6,0,6,2024-03-04,132
N8T7EMB5LUCYUD11,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
L5KZ4I80Q851CYHH,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2024-03-04,2
NFRO0MPDE4AA68WK,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2024-03-04,4
APV2GSZTD8G32JPY,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2024-03-04,4
A0Q3U6DXLMYC2PZ8,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024-03-04,3
YO9XDO13QXCYT1TR,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,12,3,0,0,2024-03-04,42
WVCFNIMH3PKIGIGS,GB,2022,4,10,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,2024-03-04,7
T8XX1FH9L4HC5457,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,1
DQQQWETCTQY55WAY,GB,2022,4,11,45,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,4,0,1,1,1,0,0,2024-03-04,13
O6W60FMDR0J2RAW2,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2024-03-04,4
O4JSR5FXMHMBN7BU,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,1
1HU8IOFQDGHL7U1U,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024-03-04,2
CZ9MKPVAJ5N1T5N7,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04,2
9Q8OPJMOK8QBRKZA,GB,2022,4,11,45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,3
E3S88QM4SVCIOHEF,GB,2022,4,11,48,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,2,0,1,0,0,2024-03-04,9
MHNYEMH7NTTK64GS,GB,2022,4,12,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,3,1,0,0,2024-03-04,10
Y703HW2DSZG9AFYX,GB,2022,4,10,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2024-03-04,5
2H34VT3AVSBSYI0K,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2024-03-04,4
YUCXVHPOIVVNQHSP,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,2024-03-04,12
ZNGHKC2VOJ388B0X,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,3,2,2,0,1,2024-03-04,13
SI7BM3673RGOURNL,GB,2022,4,12,50,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,14,12,0,0,4,2024-03-04,52
4JWLKRVYPZLHZ3IQ,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,3,1,0,0,2024-03-04,11
L35ZDZ161AXLWOGX,GB,2022,4,10,41,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,4
O6Z70HTYEX7MMEH9,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2024-03-04,11
1I6SXYUK7NJKNVYB,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04,2
P8FMUKUUB7KFNQLF,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,2024-03-04,5
USD1HGZ3PNOX6SG3,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,7,0,1,0,0,2024-03-04,17
53F7D715-B222-FD52-E2A4-392756969C00,GB,2022,4,10,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04,1
WFYSCFNIFQ8BC3PM,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2024-03-04,2
32CKG7Z4FNTUG5H4,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04,2
LZA28MOEEZTBRMJX,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,6,2,0,0,2024-03-04,21
W2N7KV84A6WL6LPH,GB,2022,4,11,44,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,6,8,1,0,0,2024-03-04,28
P3FEUAGHIXSPSGZR,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,1,0,0,2024-03-04,10
YVWO03WT8S8SW2I0,GB,2022,4,11,44,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,24,0,6,6,0,0,6,2024-03-04,54
DACCHOWAPF4TEA8X,GB,2022,4,10,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2024-03-04,6
P0U4QOYOSQ6RSC29,GB,2022,4,10,43,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2024-03-04,4
3KNVVM3T7KENOR5Q,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,2024-03-04,6
RBD7TPF95VRWV1ZV,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-03-04,1
UFN06A63FNS0HHRJ,GB,2022,4,11,46,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,1,1,1,0,0,2024-03-04,9
DNAMYW1O5UVGTLWV,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2024-03-04,4
GZ4VK8Q8LRYJ8QY6,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,1
TBQ2CZ80VW1HABFY,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,1
X1WZAUFKP4VTUTIK,GB,2022,4,11,48,1,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,2,1,0,0,0,2024-03-04,10
HLJVX2B389031EWE,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,0,0,2024-03-04,14
E1LBT0XRAKNSNWFR,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,2024-03-04,6
1CABQRCGDG6NT7XV,GB,2022,4,11,47,0,0,0,2,0,4,0,0,0,2,2,0,0,0,8,0,0,6,8,4,0,0,2024-03-04,36
9PXRKVPNAMNJ2ZSH,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04,2
9NESAYXAQN2TCWVG,GB,2022,4,11,47,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2,6,0,4,0,2,0,2,2024-03-04,22
GI7J9BQFBJU70NYL,GB,2022,4,12,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2024-03-04,3
EF8KZD5HF3JC1ZEP,GB,2022,4,11,47,1,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,2,0,0,0,2024-03-04,9
1MEBGTZC1SR7BPWN,GB,2022,4,12,48,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024-03-04,6
EUSHIIP8C9NAGMFQ,GB,2022,4,12,49,2,0,0,0,0,1,0,0,0,1,2,0,0,0,4,0,0,0,2,0,0,0,2024-03-04,12
V4I5LW943RV2YFP4,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2024-03-04,3
3CLQ3XQFSZT3ZUAB,GB,2022,4,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,2024-03-04,5
ZACP21WCE8TWAFYV,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2024-03-04,4
VSOA1EIK9VKP9C4A,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,2,1,0,0,2024-03-04,8
0MU8MBNCNVF2E1BZ,GB,2022,4,11,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04,1
Y4HXYO7ERTNHZUKJ,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2024-03-04,2
Z6MDZGL9D6G69M05,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2024-03-04,4
P3PAJWLKCWHTSMR1,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,1,4,0,0,0,2024-03-04,12
DI1H6YRUSM6SWCDY,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,2,2,0,0,0,6,0,0,2,2,2,0,0,2024-03-04,16
8RHDKD279YVW5YD0,GB,2022,4,12,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,3
XAVPOKC8X9RD4UQJ,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04,2
EKLQL6B8D96UD2F0,GB,2022,4,10,42,1,0,0,0,0,1,0,0,0,1,3,0,0,0,9,0,0,4,1,2,1,1,2024-03-04,24
CODGSQ7U0MOMTX9D,GB,2022,4,12,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,2
Q6DG22E04XHGZTA2,GB,2022,4,10,43,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2024-03-04,6
R4E7AQJFK4RSTWS3,GB,2022,4,10,42,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,8,0,2,1,1,0,0,2024-03-04,15
URLC2JGNRBFDVDW5,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2024-03-04,4
4YU7M2KZMFAF6ZDU,GB,2022,4,12,50,2,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,2024-03-04,8
F858GTYAC1XGJWOJ,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,2024-03-04,7
2885P6S65D997X86,GB,2022,4,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2024-03-04,2
J1CUD2AJWGXN2NJT,GB,2022,4,11,46,2,0,0,0,0,2,0,0,0,1,2,0,0,0,4,0,0,1,0,0,0,0,2024-03-04,12
TO7ATJ1CCB2PC59U,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2024-03-04,4
T60JEJ2Z960RTHAH,GB,2022,4,12,52,0,0,0,0,0,4,0,0,0,0,2,0,0,0,4,0,0,2,2,2,0,0,2024-03-04,16
VFSLRPZJC3FA71S3,GB,2022,4,12,51,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,13,0,5,3,2,0,0,2024-03-04,27
6RS05RQTM3F5GAPQ,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2024-03-04,3
NQX5ITIIS6BN3IPU,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,2,2,2,0,0,2024-03-04,11
JL8DXALU33E8CXRR,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2024-03-04,4
429TQTOU8C165TCQ,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2024-03-04,4
Y742J6TN0S12M2YK,GB,2022,4,12,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,2
3VOEOT7ED93CUM5G,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,1
9UTW01GDG8CCBSEH,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024-03-04,2
4G43YFHLUO963CH7,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,1
1NB0AT2ISAYGMR0T,GB,2022,4,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2024-03-04,3
F4S341VTAD9IW212,GB,2022,4,12,52,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2024-03-04,6
1U82ZWOM8ACWRHBY,GB,2022,4,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12,6,0,0,2024-03-04,42
DM864P0JEO2OHHZ7,GB,2022,4,11,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,5,4,2,0,0,2024-03-04,20
5J6YJCRNBRUHWU14,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,2024-03-04,7
M4QD2I517U2YLM24,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
E3J1BNMLOFQQFMWZ,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6,0,5,4,3,0,2,2024-03-04,23
W8051RO754HCQTE5,GB,2022,4,10,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024-03-04,4
YCSA8H4A8TJR8W57,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2024-03-04,4
P9BFS6W63O68R87B,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,2024-03-04,6
Z4XNHMI2NRQWCMTK,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024-03-04,2
62EOBIDZ3J6IKPJV,GB,2022,4,10,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,2
8T8JPIBXD0BU61SL,GB,2022,4,11,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,3,3,0,1,2024-03-04,15
2T3Z3P0EAFQIVCR9,GB,2022,4,10,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,4,4,2,0,0,2024-03-04,15
4C6I3V86SKPWYCME,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,2,2024-03-04,14
Q4R0PXJL24HEEFHP,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2024-03-04,6
SG2N1UPLE6M3MVUR,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,10,7,6,0,0,2024-03-04,35
5DVVVFVIB5K29S1W,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2024-03-04,4
G1Q3U0WOUQMXC0EA,GB,2022,4,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,1
5OZPP4EZ142DU285,GB,2022,4,12,49,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,2024-03-04,7
E6BMDL1JMQ819AVS,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2024-03-04,4
HWEPJDPVRS7T0NOW,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2024-03-04,6
87QRHAYPIWEIWPMX,GB,2022,4,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2024-03-04,6
4RL0P9PMVLVIJEL8,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,2,2,1,0,0,2024-03-04,10
WZ6UNC4ZIJBI0DE9,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2024-03-04,5
F9V44VPAN4T8T4CU,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2024-03-04,6
JDNMYYN59TLFAQNJ,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,2,0,1,0,0,2024-03-04,8
6DP2UOULNCQHH3K3,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,0,2024-03-04,14
YU6A6SRHFQG1M6WV,GB,2022,4,11,48,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,5
UK6SF51SDU6683JS,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04,1
HG1N7863MZBJLJO4,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
GY9SLFAA9ZSTFMHL,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2024-03-04,3
R4FYN99WSV7P287J,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,12,0,6,8,0,0,0,2024-03-04,30
JINKTAYXB1U1QOFV,GB,2022,4,11,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,2024-03-04,5
KZ8Y6OOX2WDZVE6Y,GB,2022,4,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2024-03-04,4
IHLTCGHM8D8WJ687,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
K7WYUVGER0W1HOIJ,GB,2022,4,11,48,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,3,1,1,0,0,2024-03-04,11
RBG4IJZJQYJSAYXU,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2024-03-04,3
LQJTOY231URBVPNN,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
ARWBY42JW2T8OVI5,GB,2022,4,12,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2024-03-04,5
209TOCQUUA1GRRKY,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,2
Y7S1N6J9KQHPR0MN,GB,2022,4,12,49,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,2024-03-04,7
LICLAZSIAOLWUMM7,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,6,0,0,0,0,2024-03-04,30
TRPKHHJ81TUZNEHD,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,2024-03-04,13
3H5B9EHTC3KJEGNJ,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2024-03-04,2
TK54D5GN0876IGS4,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04,1
XY4BH5VPK5D81ZZ5,GB,2022,4,11,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04,1
RD1EJCW6GKKGKR05,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,8,0,6,4,1,0,1,2024-03-04,24
B914DYS39XARJZNH,GB,2022,4,10,43,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04,2
LK6B2X1LZMXHD2FT,GB,2022,4,10,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,2024-03-04,8
14AZBFR5V16IYJ23,GB,2022,4,11,44,3,0,0,0,0,1,0,0,0,1,3,0,0,0,2,0,0,2,2,2,1,0,2024-03-04,17
89TVGAWYZWMORN09,GB,2022,4,10,41,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024-03-04,2
P86DD62V32RIT7UV,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
TUA7TVEC36VJJ9L5,GB,2022,4,12,51,0,0,0,0,0,2,0,0,0,0,0,0,0,2,6,0,0,4,6,0,0,0,2024-03-04,20
573BV16LLABGSCLQ,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,4,0,0,0,2024-03-04,11
2PMTD8NJXG311HJ6,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2024-03-04,6
U8KN8R48O05HGTKO,GB,2022,4,12,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,2
9OAX263IZR6ZIQ3I,GB,2022,4,12,48,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,8,0,8,4,0,2,0,2024-03-04,26
SE5J9VH8AOUHMXLW,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,0,11,6,3,0,0,2024-03-04,38
EAGB4EE4RATQW6YZ,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024-03-04,3
Q46I2EXBEB0K7VM2,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
BQ1MI1PKMQ9Y78GC,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
ROY93KC03M6N13W0,GB,2022,4,11,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,5
AV7T2TBYPRVZBZQS,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10,0,6,5,5,0,3,2024-03-04,33
T75PQT9S9OWDJZ8K,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,2024-03-04,5
N90IBFMLM3B6RMJJ,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,8,6,4,0,0,2024-03-04,29
LP9YYHZET1XRMC03,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,2024-03-04,7
VGNBBK48CZ11X4L0,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,4,1,2,0,0,2024-03-04,15
AYPH2M1L23P1IPHH,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,4,6,2,0,0,2024-03-04,20
54583HM2PJI9N1E9,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,1
4UIUTVDA2E9CRIW5,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
TGFRMEZTI8UB5VXB,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024-03-04,2
JQ473G5ZZ5M87OZP,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,6,5,1,0,0,2024-03-04,23
71051E80EAEYM10D,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2024-03-04,4
3S4IT15NDSIUI4KC,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
CYYNTCWK0N9C1ZBV,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024-03-04,2
PUUC4G7D1RCOCE0M,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,2,0,0,0,2024-03-04,10
KL9DP8D1833XCVKJ,GB,2022,4,10,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,2
G5BNJ4JY9YH0273L,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,2,2,1,0,0,2024-03-04,10
PP793O1NLNR46ICY,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2024-03-04,4
6HVPDA7I8OOQMKPQ,GB,2022,4,12,49,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2024-03-04,8
R79K48K2LXHDHEVQ,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0,0,2024-03-04,11
ETYQ5ISTND0XLOX6,GB,2022,4,11,47,2,0,0,0,0,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,8
