sports_category_descr,predicted_interaction,acid
HIKING,5.698249110312082e-09,45XBGDYQ1VD61ISJ
SWIM,1.3430390534149637e-09,45XBGDYQ1VD61ISJ
SWIM,0.999999760662496,4BEMGNVZKYVI2191
YOGA,0.0004891073447269069,4BEMGNVZKYVI2191
HIKING,7.512841406059776e-09,4BEMGNVZKYVI2191
NOT SPORTS SPECIFIC,3.955567839143767e-09,4BEMGNVZKYVI2191
BASKETBALL,2.851559774125995e-09,4BEMGNVZKYVI2191
TRAINING,0.9999999621579262,4NJEBVBEZ3C00L7T
CLIMB,0.0001943689925569336,4NJEBVBEZ3C00L7T
SPORT STYLE,5.8709663395453355e-09,4NJEBVBEZ3C00L7T
OUTDOOR,3.08089909819533e-09,4NJEBVBEZ3C00L7T
SWIM,2.3415700195665643e-09,4NJEBVBEZ3C00L7T
TENNIS,0.9999999999698583,4QI8V4ULHSQTP75L
BASKETBALL,2.258938928006359e-09,4QI8V4ULHSQTP75L
HIKING,1.8985463132305337e-09,4QI8V4ULHSQTP75L
SWIM,1.306798411866382e-09,4QI8V4ULHSQTP75L
FOOTBALL/SOCCER,7.261527834768937e-10,4QI8V4ULHSQTP75L
GOLF,0.9999999999610371,5QT8S25XM8T5K44J
HIKING,4.201672963235735e-09,5QT8S25XM8T5K44J
BASKETBALL,3.9564802612069706e-09,5QT8S25XM8T5K44J
FOOTBALL/SOCCER,7.527636986271343e-10,5QT8S25XM8T5K44J
NOT SPORTS SPECIFIC,6.185155230644498e-10,5QT8S25XM8T5K44J
FOOTBALL/SOCCER,0.9999999669522595,6FXCNKYILCH9QPXE
HANDBALL,0.00018173536718360926,6FXCNKYILCH9QPXE
HIKING,6.433882471626821e-09,6FXCNKYILCH9QPXE
CYCLING,2.8828173998641192e-09,6FXCNKYILCH9QPXE
SWIM,2.8229095701321083e-09,6FXCNKYILCH9QPXE
NOT SPORTS SPECIFIC,0.9999999768196282,6HMX6X9NA9CM2I4Z
HANDBALL,0.000152069803464048,6HMX6X9NA9CM2I4Z
HIKING,7.84522259971687e-09,6HMX6X9NA9CM2I4Z
SWIM,3.955567839143767e-09,6HMX6X9NA9CM2I4Z
BASKETBALL,3.301686901615685e-09,6HMX6X9NA9CM2I4Z
NOT SPORTS SPECIFIC,0.9999999768196282,6XI7P3Z0WOKOF1KE
HANDBALL,0.000152069803464048,6XI7P3Z0WOKOF1KE
HIKING,7.84522259971687e-09,6XI7P3Z0WOKOF1KE
SWIM,3.955567839143767e-09,6XI7P3Z0WOKOF1KE
BASKETBALL,3.301686901615685e-09,6XI7P3Z0WOKOF1KE
ORIGINALS,0.9999999963125484,713DGI0WPPBLDD3N
HANDBALL,6.040606899536069e-05,713DGI0WPPBLDD3N
BASKETBALL,6.279302918842444e-09,713DGI0WPPBLDD3N
HIKING,5.698249110312082e-09,713DGI0WPPBLDD3N
SWIM,1.3430390534149637e-09,713DGI0WPPBLDD3N
FOOTBALL/SOCCER,0.9999999669522595,778TPKRJ64XAX6EO
HANDBALL,0.00018173536718360926,778TPKRJ64XAX6EO
HIKING,6.433882471626821e-09,778TPKRJ64XAX6EO
CYCLING,2.8828173998641192e-09,778TPKRJ64XAX6EO
SWIM,2.8229095701321083e-09,778TPKRJ64XAX6EO
TRAINING,0.9999999621579262,7C40EEWL8EUHFCU8
CLIMB,0.0001943689925569336,7C40EEWL8EUHFCU8
SPORT STYLE,5.8709663395453355e-09,7C40EEWL8EUHFCU8
OUTDOOR,3.08089909819533e-09,7C40EEWL8EUHFCU8
SWIM,2.3415700195665643e-09,7C40EEWL8EUHFCU8
ORIGINALS,0.9999999963125484,7D1ADUSQIUHJSSOW
HANDBALL,6.040606899536069e-05,7D1ADUSQIUHJSSOW
BASKETBALL,6.279302918842444e-09,7D1ADUSQIUHJSSOW
HIKING,5.698249110312082e-09,7D1ADUSQIUHJSSOW
SWIM,1.3430390534149637e-09,7D1ADUSQIUHJSSOW
NOT SPORTS SPECIFIC,0.9999999768196282,7OOM5XV1VI652UN9
HANDBALL,0.000152069803464048,7OOM5XV1VI652UN9
HIKING,7.84522259971687e-09,7OOM5XV1VI652UN9
SWIM,3.955567839143767e-09,7OOM5XV1VI652UN9
BASKETBALL,3.301686901615685e-09,7OOM5XV1VI652UN9
NOT SPORTS SPECIFIC,0.9999999768196282,7STSGOMLNREMQFM3
HANDBALL,0.000152069803464048,7STSGOMLNREMQFM3
HIKING,7.84522259971687e-09,7STSGOMLNREMQFM3
SWIM,3.955567839143767e-09,7STSGOMLNREMQFM3
BASKETBALL,3.301686901615685e-09,7STSGOMLNREMQFM3
NOT SPORTS SPECIFIC,0.9999999768196282,841CZPQOA7KY8QUN
HANDBALL,0.000152069803464048,841CZPQOA7KY8QUN
HIKING,7.84522259971687e-09,841CZPQOA7KY8QUN
SWIM,3.955567839143767e-09,841CZPQOA7KY8QUN
BASKETBALL,3.301686901615685e-09,841CZPQOA7KY8QUN
NOT SPORTS SPECIFIC,0.9999999768196282,89YV56VRSGWLW2G8
HANDBALL,0.000152069803464048,89YV56VRSGWLW2G8
HIKING,7.84522259971687e-09,89YV56VRSGWLW2G8
SWIM,3.955567839143767e-09,89YV56VRSGWLW2G8
BASKETBALL,3.301686901615685e-09,89YV56VRSGWLW2G8
NOT SPORTS SPECIFIC,0.9999999768196282,8WJQI5JGXBPOAQKA
HANDBALL,0.000152069803464048,8WJQI5JGXBPOAQKA
HIKING,7.84522259971687e-09,8WJQI5JGXBPOAQKA
SWIM,3.955567839143767e-09,8WJQI5JGXBPOAQKA
BASKETBALL,3.301686901615685e-09,8WJQI5JGXBPOAQKA
ORIGINALS,0.9999999963125484,96FKZWPD6W7N42Q1
HANDBALL,6.040606899536069e-05,96FKZWPD6W7N42Q1
BASKETBALL,6.279302918842444e-09,96FKZWPD6W7N42Q1
HIKING,5.698249110312082e-09,96FKZWPD6W7N42Q1
SWIM,1.3430390534149637e-09,96FKZWPD6W7N42Q1
FOOTBALL/SOCCER,0.9999999669522595,9L8KU62G5M13JHWY
HANDBALL,0.00018173536718360926,9L8KU62G5M13JHWY
HIKING,6.433882471626821e-09,9L8KU62G5M13JHWY
CYCLING,2.8828173998641192e-09,9L8KU62G5M13JHWY
SWIM,2.8229095701321083e-09,9L8KU62G5M13JHWY
NOT SPORTS SPECIFIC,0.9999999768196282,A3X0WQWAOU1QBSNP
HANDBALL,0.000152069803464048,A3X0WQWAOU1QBSNP
HIKING,7.84522259971687e-09,A3X0WQWAOU1QBSNP
SWIM,3.955567839143767e-09,A3X0WQWAOU1QBSNP
BASKETBALL,3.301686901615685e-09,A3X0WQWAOU1QBSNP
TRAINING,0.9999999621579262,AAOXG2AT0CZH2PD5
CLIMB,0.0001943689925569336,AAOXG2AT0CZH2PD5
SPORT STYLE,5.8709663395453355e-09,AAOXG2AT0CZH2PD5
OUTDOOR,3.08089909819533e-09,AAOXG2AT0CZH2PD5
SWIM,2.3415700195665643e-09,AAOXG2AT0CZH2PD5
NOT SPORTS SPECIFIC,0.9999999768196282,ALBGK2DX6KQ81K3G
HANDBALL,0.000152069803464048,ALBGK2DX6KQ81K3G
HIKING,7.84522259971687e-09,ALBGK2DX6KQ81K3G
SWIM,3.955567839143767e-09,ALBGK2DX6KQ81K3G
BASKETBALL,3.301686901615685e-09,ALBGK2DX6KQ81K3G
SWIM,0.999999760662496,ANMJET1DJ1V7YYP8
YOGA,0.0004891073447269069,ANMJET1DJ1V7YYP8
HIKING,7.512841406059776e-09,ANMJET1DJ1V7YYP8
NOT SPORTS SPECIFIC,3.955567839143767e-09,ANMJET1DJ1V7YYP8
BASKETBALL,2.851559774125995e-09,ANMJET1DJ1V7YYP8
ORIGINALS,0.9999999963125484,AVUW34BIUB1R32I8
HANDBALL,6.040606899536069e-05,AVUW34BIUB1R32I8
BASKETBALL,6.279302918842444e-09,AVUW34BIUB1R32I8
HIKING,5.698249110312082e-09,AVUW34BIUB1R32I8
SWIM,1.3430390534149637e-09,AVUW34BIUB1R32I8
ORIGINALS,0.9999999963125484,BCZ8PIRR5ADJA3QK
HANDBALL,6.040606899536069e-05,BCZ8PIRR5ADJA3QK
BASKETBALL,6.279302918842444e-09,BCZ8PIRR5ADJA3QK
HIKING,5.698249110312082e-09,BCZ8PIRR5ADJA3QK
SWIM,1.3430390534149637e-09,BCZ8PIRR5ADJA3QK
SWIM,0.999999760662496,BDBVQYFVUJXHIAMJ
YOGA,0.0004891073447269069,BDBVQYFVUJXHIAMJ
HIKING,7.512841406059776e-09,BDBVQYFVUJXHIAMJ
NOT SPORTS SPECIFIC,3.955567839143767e-09,BDBVQYFVUJXHIAMJ
BASKETBALL,2.851559774125995e-09,BDBVQYFVUJXHIAMJ
NOT SPORTS SPECIFIC,0.9999999768196282,BO09S33AUQ03ZTQB
HANDBALL,0.000152069803464048,BO09S33AUQ03ZTQB
HIKING,7.84522259971687e-09,BO09S33AUQ03ZTQB
SWIM,3.955567839143767e-09,BO09S33AUQ03ZTQB
BASKETBALL,3.301686901615685e-09,BO09S33AUQ03ZTQB
TRAINING,0.9999999621579262,BX1PZEY83447A9ED
CLIMB,0.0001943689925569336,BX1PZEY83447A9ED
SPORT STYLE,5.8709663395453355e-09,BX1PZEY83447A9ED
OUTDOOR,3.08089909819533e-09,BX1PZEY83447A9ED
SWIM,2.3415700195665643e-09,BX1PZEY83447A9ED
ORIGINALS,0.9999999963125484,BY0SCXPGCCOJOA04
HANDBALL,6.040606899536069e-05,BY0SCXPGCCOJOA04
BASKETBALL,6.279302918842444e-09,BY0SCXPGCCOJOA04
HIKING,5.698249110312082e-09,BY0SCXPGCCOJOA04
SWIM,1.3430390534149637e-09,BY0SCXPGCCOJOA04
TRAINING,0.9999999621579262,CMOLDWM76CEWDEYU
CLIMB,0.0001943689925569336,CMOLDWM76CEWDEYU
SPORT STYLE,5.8709663395453355e-09,CMOLDWM76CEWDEYU
OUTDOOR,3.08089909819533e-09,CMOLDWM76CEWDEYU
SWIM,2.3415700195665643e-09,CMOLDWM76CEWDEYU
TRAINING,0.9999999621579262,CXSI8OONZ57X7IN5
CLIMB,0.0001943689925569336,CXSI8OONZ57X7IN5
SPORT STYLE,5.8709663395453355e-09,CXSI8OONZ57X7IN5
OUTDOOR,3.08089909819533e-09,CXSI8OONZ57X7IN5
SWIM,2.3415700195665643e-09,CXSI8OONZ57X7IN5
TRAINING,0.9999999621579262,CZ1QBBGHZZPE5N4G
CLIMB,0.0001943689925569336,CZ1QBBGHZZPE5N4G
SPORT STYLE,5.8709663395453355e-09,CZ1QBBGHZZPE5N4G
OUTDOOR,3.08089909819533e-09,CZ1QBBGHZZPE5N4G
SWIM,2.3415700195665643e-09,CZ1QBBGHZZPE5N4G
ORIGINALS,0.9999999963125484,D2GYS6L7IMIZBM8P
HANDBALL,6.040606899536069e-05,D2GYS6L7IMIZBM8P
BASKETBALL,6.279302918842444e-09,D2GYS6L7IMIZBM8P
HIKING,5.698249110312082e-09,D2GYS6L7IMIZBM8P
SWIM,1.3430390534149637e-09,D2GYS6L7IMIZBM8P
SWIM,0.999999760662496,D5D595LOOE5PM5VJ
YOGA,0.0004891073447269069,D5D595LOOE5PM5VJ
HIKING,7.512841406059776e-09,D5D595LOOE5PM5VJ
NOT SPORTS SPECIFIC,3.955567839143767e-09,D5D595LOOE5PM5VJ
BASKETBALL,2.851559774125995e-09,D5D595LOOE5PM5VJ
FOOTBALL/SOCCER,0.9999999669522595,DA7ZO6M9OCJWH909
HANDBALL,0.00018173536718360926,DA7ZO6M9OCJWH909
HIKING,6.433882471626821e-09,DA7ZO6M9OCJWH909
CYCLING,2.8828173998641192e-09,DA7ZO6M9OCJWH909
SWIM,2.8229095701321083e-09,DA7ZO6M9OCJWH909
NOT SPORTS SPECIFIC,0.9999999768196282,DEEWUOF6QI64HNDU
HANDBALL,0.000152069803464048,DEEWUOF6QI64HNDU
HIKING,7.84522259971687e-09,DEEWUOF6QI64HNDU
SWIM,3.955567839143767e-09,DEEWUOF6QI64HNDU
BASKETBALL,3.301686901615685e-09,DEEWUOF6QI64HNDU
NOT SPORTS SPECIFIC,0.9999999768196282,DFEVUSZNQCW0OZ09
HANDBALL,0.000152069803464048,DFEVUSZNQCW0OZ09
HIKING,7.84522259971687e-09,DFEVUSZNQCW0OZ09
SWIM,3.955567839143767e-09,DFEVUSZNQCW0OZ09
BASKETBALL,3.301686901615685e-09,DFEVUSZNQCW0OZ09
NOT SPORTS SPECIFIC,0.9999999768196282,DPVGJ09VI842IQ3U
HANDBALL,0.000152069803464048,DPVGJ09VI842IQ3U
HIKING,7.84522259971687e-09,DPVGJ09VI842IQ3U
SWIM,3.955567839143767e-09,DPVGJ09VI842IQ3U
BASKETBALL,3.301686901615685e-09,DPVGJ09VI842IQ3U
GOLF,0.9999999999610371,DRNU72T3Y83NYCW4
HIKING,4.201672963235735e-09,DRNU72T3Y83NYCW4
BASKETBALL,3.9564802612069706e-09,DRNU72T3Y83NYCW4
FOOTBALL/SOCCER,7.527636986271343e-10,DRNU72T3Y83NYCW4
NOT SPORTS SPECIFIC,6.185155230644498e-10,DRNU72T3Y83NYCW4
NOT SPORTS SPECIFIC,0.9999999768196282,DT1IN6EF34RZKDDK
HANDBALL,0.000152069803464048,DT1IN6EF34RZKDDK
HIKING,7.84522259971687e-09,DT1IN6EF34RZKDDK
SWIM,3.955567839143767e-09,DT1IN6EF34RZKDDK
BASKETBALL,3.301686901615685e-09,DT1IN6EF34RZKDDK
TRAINING,0.9999999621579262,DYRRXNVWEFH4HBOY
CLIMB,0.0001943689925569336,DYRRXNVWEFH4HBOY
SPORT STYLE,5.8709663395453355e-09,DYRRXNVWEFH4HBOY
OUTDOOR,3.08089909819533e-09,DYRRXNVWEFH4HBOY
SWIM,2.3415700195665643e-09,DYRRXNVWEFH4HBOY
NOT SPORTS SPECIFIC,0.9999999768196282,EE8AFPZ6E0QQCGXS
HANDBALL,0.000152069803464048,EE8AFPZ6E0QQCGXS
HIKING,7.84522259971687e-09,EE8AFPZ6E0QQCGXS
SWIM,3.955567839143767e-09,EE8AFPZ6E0QQCGXS
BASKETBALL,3.301686901615685e-09,EE8AFPZ6E0QQCGXS
ORIGINALS,0.9999999963125484,EHQCJLLT3CEUY9DE
HANDBALL,6.040606899536069e-05,EHQCJLLT3CEUY9DE
BASKETBALL,6.279302918842444e-09,EHQCJLLT3CEUY9DE
HIKING,5.698249110312082e-09,EHQCJLLT3CEUY9DE
SWIM,1.3430390534149637e-09,EHQCJLLT3CEUY9DE
ORIGINALS,0.9999999963125484,F38GHHN0IU28DK4H
HANDBALL,6.040606899536069e-05,F38GHHN0IU28DK4H
BASKETBALL,6.279302918842444e-09,F38GHHN0IU28DK4H
HIKING,5.698249110312082e-09,F38GHHN0IU28DK4H
SWIM,1.3430390534149637e-09,F38GHHN0IU28DK4H
RUNNING,0.9999999687644883,FGE8UQNF1AB9IW7W
OLYMPIC SPORTS,0.00017663153211532035,FGE8UQNF1AB9IW7W
HIKING,5.711352629832396e-09,FGE8UQNF1AB9IW7W
BASKETBALL,2.373699306008664e-09,FGE8UQNF1AB9IW7W
SWIM,1.0401679041198385e-09,FGE8UQNF1AB9IW7W
ORIGINALS,0.9999999963125484,FM2EUB1UHDO4KPZQ
HANDBALL,6.040606899536069e-05,FM2EUB1UHDO4KPZQ
BASKETBALL,6.279302918842444e-09,FM2EUB1UHDO4KPZQ
HIKING,5.698249110312082e-09,FM2EUB1UHDO4KPZQ
SWIM,1.3430390534149637e-09,FM2EUB1UHDO4KPZQ
RUNNING,0.9999999687644883,FMBFG8CJLUT8OFUP
OLYMPIC SPORTS,0.00017663153211532035,FMBFG8CJLUT8OFUP
HIKING,5.711352629832396e-09,FMBFG8CJLUT8OFUP
BASKETBALL,2.373699306008664e-09,FMBFG8CJLUT8OFUP
SWIM,1.0401679041198385e-09,FMBFG8CJLUT8OFUP
ORIGINALS,0.9999999963125484,FOQT03A51PJA04C8
HANDBALL,6.040606899536069e-05,FOQT03A51PJA04C8
BASKETBALL,6.279302918842444e-09,FOQT03A51PJA04C8
HIKING,5.698249110312082e-09,FOQT03A51PJA04C8
SWIM,1.3430390534149637e-09,FOQT03A51PJA04C8
RUNNING,0.9999999687644883,G2UHNZS43WAB89KL
OLYMPIC SPORTS,0.00017663153211532035,G2UHNZS43WAB89KL
HIKING,5.711352629832396e-09,G2UHNZS43WAB89KL
BASKETBALL,2.373699306008664e-09,G2UHNZS43WAB89KL
SWIM,1.0401679041198385e-09,G2UHNZS43WAB89KL
TRAINING,0.9999999621579262,G3EOEUV4C52AM6UK
CLIMB,0.0001943689925569336,G3EOEUV4C52AM6UK
SPORT STYLE,5.8709663395453355e-09,G3EOEUV4C52AM6UK
OUTDOOR,3.08089909819533e-09,G3EOEUV4C52AM6UK
SWIM,2.3415700195665643e-09,G3EOEUV4C52AM6UK
ORIGINALS,0.9999999963125484,G9H5R2NLRFOFSVYU
HANDBALL,6.040606899536069e-05,G9H5R2NLRFOFSVYU
BASKETBALL,6.279302918842444e-09,G9H5R2NLRFOFSVYU
HIKING,5.698249110312082e-09,G9H5R2NLRFOFSVYU
SWIM,1.3430390534149637e-09,G9H5R2NLRFOFSVYU
TRAINING,0.9999999621579262,GB2SCJEWR3OQWTM8
CLIMB,0.0001943689925569336,GB2SCJEWR3OQWTM8
SPORT STYLE,5.8709663395453355e-09,GB2SCJEWR3OQWTM8
OUTDOOR,3.08089909819533e-09,GB2SCJEWR3OQWTM8
SWIM,2.3415700195665643e-09,GB2SCJEWR3OQWTM8
NOT SPORTS SPECIFIC,0.9999999768196282,GNNAY2DWUVR96M32
HANDBALL,0.000152069803464048,GNNAY2DWUVR96M32
HIKING,7.84522259971687e-09,GNNAY2DWUVR96M32
SWIM,3.955567839143767e-09,GNNAY2DWUVR96M32
BASKETBALL,3.301686901615685e-09,GNNAY2DWUVR96M32
ORIGINALS,0.9999999963125484,GWL4OBEQWX0CPGV2
HANDBALL,6.040606899536069e-05,GWL4OBEQWX0CPGV2
BASKETBALL,6.279302918842444e-09,GWL4OBEQWX0CPGV2
HIKING,5.698249110312082e-09,GWL4OBEQWX0CPGV2
SWIM,1.3430390534149637e-09,GWL4OBEQWX0CPGV2
NOT SPORTS SPECIFIC,0.9999999768196282,H64VIS3LA4PEQ1D3
HANDBALL,0.000152069803464048,H64VIS3LA4PEQ1D3
HIKING,7.84522259971687e-09,H64VIS3LA4PEQ1D3
SWIM,3.955567839143767e-09,H64VIS3LA4PEQ1D3
BASKETBALL,3.301686901615685e-09,H64VIS3LA4PEQ1D3
FOOTBALL/SOCCER,0.9999999669522595,H9ZDTXKN1S6QN7H1
HANDBALL,0.00018173536718360926,H9ZDTXKN1S6QN7H1
HIKING,6.433882471626821e-09,H9ZDTXKN1S6QN7H1
CYCLING,2.8828173998641192e-09,H9ZDTXKN1S6QN7H1
SWIM,2.8229095701321083e-09,H9ZDTXKN1S6QN7H1
NOT SPORTS SPECIFIC,0.9999999768196282,HE0YH626HTE0QFDE
HANDBALL,0.000152069803464048,HE0YH626HTE0QFDE
HIKING,7.84522259971687e-09,HE0YH626HTE0QFDE
SWIM,3.955567839143767e-09,HE0YH626HTE0QFDE
BASKETBALL,3.301686901615685e-09,HE0YH626HTE0QFDE
NOT SPORTS SPECIFIC,0.9999999768196282,HOMHNXUQJG9FFYR3
HANDBALL,0.000152069803464048,HOMHNXUQJG9FFYR3
HIKING,7.84522259971687e-09,HOMHNXUQJG9FFYR3
SWIM,3.955567839143767e-09,HOMHNXUQJG9FFYR3
BASKETBALL,3.301686901615685e-09,HOMHNXUQJG9FFYR3
TRAINING,0.9999999621579262,HWCAOP1CCB2RZBQY
CLIMB,0.0001943689925569336,HWCAOP1CCB2RZBQY
SPORT STYLE,5.8709663395453355e-09,HWCAOP1CCB2RZBQY
OUTDOOR,3.08089909819533e-09,HWCAOP1CCB2RZBQY
SWIM,2.3415700195665643e-09,HWCAOP1CCB2RZBQY
RUNNING,0.9999999687644883,HYDQNVEJF7N9XPXC
OLYMPIC SPORTS,0.00017663153211532035,HYDQNVEJF7N9XPXC
HIKING,5.711352629832396e-09,HYDQNVEJF7N9XPXC
BASKETBALL,2.373699306008664e-09,HYDQNVEJF7N9XPXC
SWIM,1.0401679041198385e-09,HYDQNVEJF7N9XPXC
NOT SPORTS SPECIFIC,0.9999999768196282,I8B4ZB1D5SFOZJWF
HANDBALL,0.000152069803464048,I8B4ZB1D5SFOZJWF
HIKING,7.84522259971687e-09,I8B4ZB1D5SFOZJWF
SWIM,3.955567839143767e-09,I8B4ZB1D5SFOZJWF
BASKETBALL,3.301686901615685e-09,I8B4ZB1D5SFOZJWF
ORIGINALS,0.9999999963125484,I9YBG0OZI7ZF3GC4
HANDBALL,6.040606899536069e-05,I9YBG0OZI7ZF3GC4
BASKETBALL,6.279302918842444e-09,I9YBG0OZI7ZF3GC4
HIKING,5.698249110312082e-09,I9YBG0OZI7ZF3GC4
SWIM,1.3430390534149637e-09,I9YBG0OZI7ZF3GC4
FOOTBALL/SOCCER,0.9999999669522595,IYZXPJ2PREBXJVXE
HANDBALL,0.00018173536718360926,IYZXPJ2PREBXJVXE
HIKING,6.433882471626821e-09,IYZXPJ2PREBXJVXE
CYCLING,2.8828173998641192e-09,IYZXPJ2PREBXJVXE
SWIM,2.8229095701321083e-09,IYZXPJ2PREBXJVXE
ORIGINALS,0.9999999963125484,J29FA6B7PW23T1SB
